Date,Period,Region,State,Laboratory,Relevant lineages,Quantity
2023-01-01,Jan 2023,Northeast,Maranhão,Others,BA.5.* (Omicron),4
2023-01-01,Jan 2023,Northeast,Maranhão,Others,XBB.* (Omicron),6
2023-01-01,Jan 2023,Northeast,Paraíba,Others,BA.5.* (Omicron),5
2023-01-01,Jan 2023,Northeast,Pernambuco,FIOCRUZ,BA.5.* (Omicron),6
2023-01-01,Jan 2023,Northeast,Pernambuco,Others,BA.5.* (Omicron),15
2023-01-01,Jan 2023,Northeast,Pernambuco,Others,XBB.* (Omicron),2
2023-01-01,Jan 2023,Northeast,Rio Grande do Norte,Others,BA.5.* (Omicron),2
2023-01-01,Jan 2023,Northeast,Rio Grande do Norte,Others,Others,2
2023-01-01,Jan 2023,North,Acre,Others,BA.5.* (Omicron),1
2023-01-01,Jan 2023,North,Amapá,FIOCRUZ,BA.5.* (Omicron),1
2023-01-01,Jan 2023,North,Amapá,FIOCRUZ,XBB.* (Omicron),1
2023-01-01,Jan 2023,North,Amapá,Others,BA.5.* (Omicron),7
2023-01-01,Jan 2023,North,Amapá,Others,XBB.* (Omicron),22
2023-01-01,Jan 2023,North,Amazonas,FIOCRUZ,BA.5.* (Omicron),44
2023-01-01,Jan 2023,North,Amazonas,FIOCRUZ,Others,33
2023-01-01,Jan 2023,North,Amazonas,FIOCRUZ,XBB.* (Omicron),23
2023-01-01,Jan 2023,North,Pará,FIOCRUZ,BA.5.* (Omicron),7
2023-01-01,Jan 2023,North,Pará,FIOCRUZ,Others,1
2023-01-01,Jan 2023,North,Pará,FIOCRUZ,XBB.* (Omicron),8
2023-01-01,Jan 2023,North,Pará,Others,BA.5.* (Omicron),1
2023-01-01,Jan 2023,North,Pará,Others,XBB.* (Omicron),7
2023-01-01,Jan 2023,North,Rondônia,FIOCRUZ,BA.5.* (Omicron),10
2023-01-01,Jan 2023,North,Rondônia,FIOCRUZ,Others,3
2023-01-01,Jan 2023,North,Rondônia,FIOCRUZ,XBB.* (Omicron),3
2023-01-01,Jan 2023,North,Rondônia,Others,BA.5.* (Omicron),1
2023-01-01,Jan 2023,North,Tocantins,FIOCRUZ,BA.5.* (Omicron),24
2023-01-01,Jan 2023,North,Tocantins,FIOCRUZ,XBB.* (Omicron),1
2023-01-01,Jan 2023,North,Tocantins,Others,BA.5.* (Omicron),61
2023-01-01,Jan 2023,North,Tocantins,Others,Others,2
2023-01-01,Jan 2023,North,Tocantins,Others,XBB.* (Omicron),14
2023-01-01,Jan 2023,Southeast,Espírito Santo,Others,BA.2.* (Omicron),1
2023-01-01,Jan 2023,Southeast,Espírito Santo,Others,BA.5.* (Omicron),94
2023-01-01,Jan 2023,Southeast,Espírito Santo,Others,Others,11
2023-01-01,Jan 2023,Southeast,Espírito Santo,Others,XBB.* (Omicron),9
2023-01-01,Jan 2023,Southeast,Minas Gerais,FIOCRUZ,BA.5.* (Omicron),72
2023-01-01,Jan 2023,Southeast,Minas Gerais,FIOCRUZ,Others,40
2023-01-01,Jan 2023,Southeast,Minas Gerais,FIOCRUZ,XBB.* (Omicron),8
2023-01-01,Jan 2023,Southeast,Minas Gerais,Others,BA.1.* (Omicron),1
2023-01-01,Jan 2023,Southeast,Minas Gerais,Others,BA.5.* (Omicron),84
2023-01-01,Jan 2023,Southeast,Minas Gerais,Others,Others,21
2023-01-01,Jan 2023,Southeast,Minas Gerais,Others,XBB.* (Omicron),1
2023-01-01,Jan 2023,Southeast,Rio de Janeiro,FIOCRUZ,BA.1.* (Omicron),3
2023-01-01,Jan 2023,Southeast,Rio de Janeiro,FIOCRUZ,BA.2.* (Omicron),2
2023-01-01,Jan 2023,Southeast,Rio de Janeiro,FIOCRUZ,BA.5.* (Omicron),16
2023-01-01,Jan 2023,Southeast,Rio de Janeiro,FIOCRUZ,Others,1
2023-01-01,Jan 2023,Southeast,Rio de Janeiro,FIOCRUZ,XBB.* (Omicron),13
2023-01-01,Jan 2023,Southeast,Rio de Janeiro,Others,BA.5.* (Omicron),62
2023-01-01,Jan 2023,Southeast,Rio de Janeiro,Others,Others,5
2023-01-01,Jan 2023,Southeast,Rio de Janeiro,Others,XBB.* (Omicron),13
2023-01-01,Jan 2023,Southeast,São Paulo,FIOCRUZ,BA.5.* (Omicron),159
2023-01-01,Jan 2023,Southeast,São Paulo,FIOCRUZ,FE.1.* (Omicron),1
2023-01-01,Jan 2023,Southeast,São Paulo,FIOCRUZ,Others,8
2023-01-01,Jan 2023,Southeast,São Paulo,FIOCRUZ,XBB.* (Omicron),30
2023-01-01,Jan 2023,Southeast,São Paulo,Others,BA.1.* (Omicron),1
2023-01-01,Jan 2023,Southeast,São Paulo,Others,BA.5.* (Omicron),345
2023-01-01,Jan 2023,Southeast,São Paulo,Others,FE.1.* (Omicron),7
2023-01-01,Jan 2023,Southeast,São Paulo,Others,Others,24
2023-01-01,Jan 2023,Southeast,São Paulo,Others,XBB.* (Omicron),86
2023-01-01,Jan 2023,South,Paraná,Others,BA.5.* (Omicron),6
2023-01-01,Jan 2023,South,Paraná,Others,Others,2
2023-01-01,Jan 2023,South,Paraná,Others,XBB.* (Omicron),1
2023-01-01,Jan 2023,South,Rio Grande do Sul,FIOCRUZ,BA.5.* (Omicron),46
2023-01-01,Jan 2023,South,Rio Grande do Sul,FIOCRUZ,Others,2
2023-01-01,Jan 2023,South,Rio Grande do Sul,FIOCRUZ,XBB.* (Omicron),1
2023-01-01,Jan 2023,South,Rio Grande do Sul,Others,BA.4.* (Omicron),1
2023-01-01,Jan 2023,South,Rio Grande do Sul,Others,BA.5.* (Omicron),182
2023-01-01,Jan 2023,South,Rio Grande do Sul,Others,FE.1.* (Omicron),1
2023-01-01,Jan 2023,South,Rio Grande do Sul,Others,Others,16
2023-01-01,Jan 2023,South,Rio Grande do Sul,Others,XBB.* (Omicron),4
2023-01-01,Jan 2023,South,Santa Catarina,FIOCRUZ,BA.5.* (Omicron),159
2023-01-01,Jan 2023,South,Santa Catarina,FIOCRUZ,Others,9
2023-01-01,Jan 2023,South,Santa Catarina,FIOCRUZ,XBB.* (Omicron),26
2023-02-01,Feb 2023,Central-west,Distrito Federal,Others,BA.2.* (Omicron),2
2023-02-01,Feb 2023,Central-west,Distrito Federal,Others,BA.5.* (Omicron),5
2023-02-01,Feb 2023,Central-west,Distrito Federal,Others,Others,1
2023-02-01,Feb 2023,Central-west,Distrito Federal,Others,XBB.* (Omicron),22
2023-02-01,Feb 2023,Central-west,Goiás,Others,BA.5.* (Omicron),14
2023-02-01,Feb 2023,Central-west,Goiás,Others,Others,7
2023-02-01,Feb 2023,Central-west,Goiás,Others,XBB.* (Omicron),47
2023-02-01,Feb 2023,Central-west,Mato Grosso,Others,BA.5.* (Omicron),2
2023-02-01,Feb 2023,Central-west,Mato Grosso,Others,XBB.* (Omicron),4
2023-02-01,Feb 2023,Central-west,Mato Grosso do Sul,Others,BA.5.* (Omicron),25
2023-02-01,Feb 2023,Central-west,Mato Grosso do Sul,Others,FE.1.* (Omicron),3
2023-02-01,Feb 2023,Central-west,Mato Grosso do Sul,Others,Others,3
2023-02-01,Feb 2023,Central-west,Mato Grosso do Sul,Others,XBB.* (Omicron),35
2023-02-01,Feb 2023,Northeast,Alagoas,Others,Others,1
2023-02-01,Feb 2023,Northeast,Alagoas,Others,XBB.* (Omicron),9
2023-02-01,Feb 2023,Northeast,Bahia,FIOCRUZ,BA.5.* (Omicron),3
2023-02-01,Feb 2023,Northeast,Bahia,FIOCRUZ,FE.1.* (Omicron),2
2023-02-01,Feb 2023,Northeast,Bahia,FIOCRUZ,XBB.* (Omicron),6
2023-02-01,Feb 2023,Northeast,Bahia,Others,BA.1.* (Omicron),1
2023-02-01,Feb 2023,Northeast,Bahia,Others,BA.5.* (Omicron),5
2023-02-01,Feb 2023,Northeast,Bahia,Others,FE.1.* (Omicron),8
2023-02-01,Feb 2023,Northeast,Bahia,Others,Others,1
2023-02-01,Feb 2023,Northeast,Bahia,Others,XBB.* (Omicron),24
2023-02-01,Feb 2023,Northeast,Ceará,FIOCRUZ,XBB.* (Omicron),1
2023-02-01,Feb 2023,Northeast,Ceará,Others,BA.2.* (Omicron),1
2023-02-01,Feb 2023,Northeast,Ceará,Others,BA.5.* (Omicron),9
2023-02-01,Feb 2023,Northeast,Ceará,Others,XBB.* (Omicron),24
2023-02-01,Feb 2023,Northeast,Maranhão,Others,Others,3
2023-02-01,Feb 2023,Northeast,Maranhão,Others,XBB.* (Omicron),7
2023-02-01,Feb 2023,Northeast,Paraíba,Others,XBB.* (Omicron),2
2023-02-01,Feb 2023,Northeast,Pernambuco,FIOCRUZ,BA.5.* (Omicron),1
2023-02-01,Feb 2023,Northeast,Pernambuco,FIOCRUZ,Others,2
2023-02-01,Feb 2023,Northeast,Pernambuco,FIOCRUZ,XBB.* (Omicron),3
2023-02-01,Feb 2023,Northeast,Pernambuco,Others,XBB.* (Omicron),5
2023-02-01,Feb 2023,Northeast,Rio Grande do Norte,Others,XBB.* (Omicron),10
2023-02-01,Feb 2023,Northeast,Sergipe,Others,FE.1.* (Omicron),1
2023-02-01,Feb 2023,Northeast,Sergipe,Others,XBB.* (Omicron),5
2023-02-01,Feb 2023,North,Acre,Others,XBB.* (Omicron),4
2023-02-01,Feb 2023,North,Amapá,Others,Others,1
2023-02-01,Feb 2023,North,Amapá,Others,XBB.* (Omicron),13
2023-02-01,Feb 2023,North,Amazonas,FIOCRUZ,BA.5.* (Omicron),36
2023-02-01,Feb 2023,North,Amazonas,FIOCRUZ,Others,896
2023-02-01,Feb 2023,North,Amazonas,FIOCRUZ,XBB.* (Omicron),535
2023-02-01,Feb 2023,North,Amazonas,Others,Others,4
2023-02-01,Feb 2023,North,Amazonas,Others,XBB.* (Omicron),5
2023-02-01,Feb 2023,North,Pará,FIOCRUZ,XBB.* (Omicron),5
2023-02-01,Feb 2023,North,Pará,Others,XBB.* (Omicron),39
2023-02-01,Feb 2023,North,Rondônia,FIOCRUZ,BA.5.* (Omicron),2
2023-02-01,Feb 2023,North,Rondônia,FIOCRUZ,Others,7
2023-02-01,Feb 2023,North,Rondônia,FIOCRUZ,XBB.* (Omicron),1
2023-02-01,Feb 2023,North,Tocantins,FIOCRUZ,BA.5.* (Omicron),1
2023-02-01,Feb 2023,North,Tocantins,FIOCRUZ,XBB.* (Omicron),2
2023-02-01,Feb 2023,North,Tocantins,Others,BA.5.* (Omicron),3
2023-02-01,Feb 2023,North,Tocantins,Others,FE.1.* (Omicron),2
2023-02-01,Feb 2023,North,Tocantins,Others,XBB.* (Omicron),40
2023-02-01,Feb 2023,Southeast,Espírito Santo,Others,BA.5.* (Omicron),8
2023-02-01,Feb 2023,Southeast,Espírito Santo,Others,Others,5
2023-02-01,Feb 2023,Southeast,Espírito Santo,Others,XBB.* (Omicron),14
2023-02-01,Feb 2023,Southeast,Minas Gerais,FIOCRUZ,BA.5.* (Omicron),3
2023-02-01,Feb 2023,Southeast,Minas Gerais,FIOCRUZ,FE.1.* (Omicron),1
2023-02-01,Feb 2023,Southeast,Minas Gerais,FIOCRUZ,Others,23
2023-02-01,Feb 2023,Southeast,Minas Gerais,FIOCRUZ,XBB.* (Omicron),8
2023-02-01,Feb 2023,Southeast,Minas Gerais,Others,BA.2.* (Omicron),1
2023-02-01,Feb 2023,Southeast,Minas Gerais,Others,BA.5.* (Omicron),5
2023-02-01,Feb 2023,Southeast,Minas Gerais,Others,Others,11
2023-02-01,Feb 2023,Southeast,Minas Gerais,Others,XBB.* (Omicron),7
2023-02-01,Feb 2023,Southeast,Rio de Janeiro,FIOCRUZ,BA.5.* (Omicron),5
2023-02-01,Feb 2023,Southeast,Rio de Janeiro,FIOCRUZ,FE.1.* (Omicron),1
2023-02-01,Feb 2023,Southeast,Rio de Janeiro,FIOCRUZ,Others,1
2023-02-01,Feb 2023,Southeast,Rio de Janeiro,FIOCRUZ,XBB.* (Omicron),54
2023-02-01,Feb 2023,Southeast,Rio de Janeiro,Others,BA.5.* (Omicron),10
2023-02-01,Feb 2023,Southeast,Rio de Janeiro,Others,FE.1.* (Omicron),1
2023-02-01,Feb 2023,Southeast,Rio de Janeiro,Others,Others,4
2023-02-01,Feb 2023,Southeast,Rio de Janeiro,Others,XBB.* (Omicron),35
2023-02-01,Feb 2023,Southeast,São Paulo,FIOCRUZ,BA.5.* (Omicron),22
2023-02-01,Feb 2023,Southeast,São Paulo,FIOCRUZ,FE.1.* (Omicron),17
2023-02-01,Feb 2023,Southeast,São Paulo,FIOCRUZ,Others,1
2023-02-01,Feb 2023,Southeast,São Paulo,FIOCRUZ,XBB.* (Omicron),104
2023-02-01,Feb 2023,Southeast,São Paulo,Others,BA.5.* (Omicron),47
2023-02-01,Feb 2023,Southeast,São Paulo,Others,FE.1.* (Omicron),29
2023-02-01,Feb 2023,Southeast,São Paulo,Others,JD.1.* (Omicron),1
2023-02-01,Feb 2023,Southeast,São Paulo,Others,Others,11
2023-02-01,Feb 2023,Southeast,São Paulo,Others,XBB.* (Omicron),194
2023-02-01,Feb 2023,South,Paraná,Others,BA.5.* (Omicron),11
2023-02-01,Feb 2023,South,Paraná,Others,FE.1.* (Omicron),2
2023-02-01,Feb 2023,South,Paraná,Others,Others,2
2023-02-01,Feb 2023,South,Paraná,Others,XBB.* (Omicron),12
2023-02-01,Feb 2023,South,Rio Grande do Sul,Others,BA.2.* (Omicron),1
2023-02-01,Feb 2023,South,Rio Grande do Sul,Others,BA.5.* (Omicron),13
2023-02-01,Feb 2023,South,Rio Grande do Sul,Others,Others,5
2023-02-01,Feb 2023,South,Rio Grande do Sul,Others,XBB.* (Omicron),6
2023-02-01,Feb 2023,South,Santa Catarina,FIOCRUZ,BA.5.* (Omicron),11
2023-02-01,Feb 2023,South,Santa Catarina,FIOCRUZ,FE.1.* (Omicron),2
2023-02-01,Feb 2023,South,Santa Catarina,FIOCRUZ,Others,3
2023-02-01,Feb 2023,South,Santa Catarina,FIOCRUZ,XBB.* (Omicron),33
2023-02-01,Feb 2023,South,Santa Catarina,Others,BA.5.* (Omicron),6
2023-02-01,Feb 2023,South,Santa Catarina,Others,FE.1.* (Omicron),3
2023-02-01,Feb 2023,South,Santa Catarina,Others,XBB.* (Omicron),22
2023-03-01,Mar 2023,Central-west,Goiás,Others,BA.5.* (Omicron),6
2023-03-01,Mar 2023,Central-west,Goiás,Others,FE.1.* (Omicron),1
2023-03-01,Mar 2023,Central-west,Goiás,Others,Others,4
2023-03-01,Mar 2023,Central-west,Goiás,Others,XBB.* (Omicron),97
2023-03-01,Mar 2023,Central-west,Goiás,Others,XBB.1.5.70.*+GK.* (Omicron),2
2023-03-01,Mar 2023,Central-west,Mato Grosso,Others,BA.5.* (Omicron),1
2023-03-01,Mar 2023,Central-west,Mato Grosso,Others,Others,3
2023-03-01,Mar 2023,Central-west,Mato Grosso,Others,XBB.* (Omicron),11
2023-03-01,Mar 2023,Central-west,Mato Grosso do Sul,Others,BA.1.* (Omicron),1
2023-03-01,Mar 2023,Central-west,Mato Grosso do Sul,Others,BA.5.* (Omicron),7
2023-03-01,Mar 2023,Central-west,Mato Grosso do Sul,Others,FE.1.* (Omicron),8
2023-03-01,Mar 2023,Central-west,Mato Grosso do Sul,Others,Others,7
2023-03-01,Mar 2023,Central-west,Mato Grosso do Sul,Others,XBB.* (Omicron),71
2023-03-01,Mar 2023,Northeast,Alagoas,FIOCRUZ,FE.1.* (Omicron),1
2023-03-01,Mar 2023,Northeast,Alagoas,Others,FE.1.* (Omicron),7
2023-03-01,Mar 2023,Northeast,Alagoas,Others,XBB.* (Omicron),12
2023-03-01,Mar 2023,Northeast,Bahia,FIOCRUZ,BA.5.* (Omicron),2
2023-03-01,Mar 2023,Northeast,Bahia,FIOCRUZ,FE.1.* (Omicron),5
2023-03-01,Mar 2023,Northeast,Bahia,FIOCRUZ,Others,1
2023-03-01,Mar 2023,Northeast,Bahia,FIOCRUZ,XBB.* (Omicron),3
2023-03-01,Mar 2023,Northeast,Bahia,Others,BA.5.* (Omicron),3
2023-03-01,Mar 2023,Northeast,Bahia,Others,FE.1.* (Omicron),73
2023-03-01,Mar 2023,Northeast,Bahia,Others,Others,11
2023-03-01,Mar 2023,Northeast,Bahia,Others,XBB.* (Omicron),69
2023-03-01,Mar 2023,Northeast,Ceará,FIOCRUZ,XBB.* (Omicron),8
2023-03-01,Mar 2023,Northeast,Ceará,Others,FE.1.* (Omicron),1
2023-03-01,Mar 2023,Northeast,Ceará,Others,XBB.* (Omicron),15
2023-03-01,Mar 2023,Northeast,Ceará,Others,XBB.1.5.70.*+GK.* (Omicron),9
2023-03-01,Mar 2023,Northeast,Maranhão,Others,FE.1.* (Omicron),1
2023-03-01,Mar 2023,Northeast,Maranhão,Others,Others,10
2023-03-01,Mar 2023,Northeast,Maranhão,Others,XBB.* (Omicron),20
2023-03-01,Mar 2023,Northeast,Paraíba,Others,BA.5.* (Omicron),1
2023-03-01,Mar 2023,Northeast,Paraíba,Others,Others,1
2023-03-01,Mar 2023,Northeast,Paraíba,Others,XBB.* (Omicron),2
2023-03-01,Mar 2023,Northeast,Pernambuco,FIOCRUZ,Others,4
2023-03-01,Mar 2023,Northeast,Pernambuco,FIOCRUZ,XBB.* (Omicron),9
2023-03-01,Mar 2023,Northeast,Pernambuco,Others,FE.1.* (Omicron),2
2023-03-01,Mar 2023,Northeast,Pernambuco,Others,Others,6
2023-03-01,Mar 2023,Northeast,Pernambuco,Others,XBB.* (Omicron),15
2023-03-01,Mar 2023,Northeast,Piauí,Others,XBB.* (Omicron),1
2023-03-01,Mar 2023,Northeast,Rio Grande do Norte,Others,BA.5.* (Omicron),1
2023-03-01,Mar 2023,Northeast,Rio Grande do Norte,Others,XBB.* (Omicron),19
2023-03-01,Mar 2023,Northeast,Sergipe,Others,XBB.* (Omicron),4
2023-03-01,Mar 2023,North,Acre,Others,Others,3
2023-03-01,Mar 2023,North,Acre,Others,XBB.* (Omicron),2
2023-03-01,Mar 2023,North,Amapá,FIOCRUZ,XBB.* (Omicron),1
2023-03-01,Mar 2023,North,Amapá,Others,XBB.* (Omicron),11
2023-03-01,Mar 2023,North,Amazonas,FIOCRUZ,Others,46
2023-03-01,Mar 2023,North,Amazonas,FIOCRUZ,XBB.* (Omicron),35
2023-03-01,Mar 2023,North,Pará,FIOCRUZ,XBB.* (Omicron),5
2023-03-01,Mar 2023,North,Pará,Others,JD.1.* (Omicron),2
2023-03-01,Mar 2023,North,Pará,Others,Others,10
2023-03-01,Mar 2023,North,Pará,Others,XBB.* (Omicron),51
2023-03-01,Mar 2023,North,Rondônia,Others,Others,4
2023-03-01,Mar 2023,North,Rondônia,Others,XBB.* (Omicron),8
2023-03-01,Mar 2023,North,Tocantins,FIOCRUZ,FE.1.* (Omicron),1
2023-03-01,Mar 2023,North,Tocantins,FIOCRUZ,XBB.* (Omicron),10
2023-03-01,Mar 2023,North,Tocantins,Others,FE.1.* (Omicron),4
2023-03-01,Mar 2023,North,Tocantins,Others,Others,1
2023-03-01,Mar 2023,North,Tocantins,Others,XBB.* (Omicron),47
2023-03-01,Mar 2023,Southeast,Espírito Santo,Others,FE.1.* (Omicron),9
2023-03-01,Mar 2023,Southeast,Espírito Santo,Others,Others,8
2023-03-01,Mar 2023,Southeast,Espírito Santo,Others,XBB.* (Omicron),61
2023-03-01,Mar 2023,Southeast,Espírito Santo,Others,XBB.1.5.70.*+GK.* (Omicron),1
2023-03-01,Mar 2023,Southeast,Minas Gerais,FIOCRUZ,BA.5.* (Omicron),2
2023-03-01,Mar 2023,Southeast,Minas Gerais,FIOCRUZ,FE.1.* (Omicron),3
2023-03-01,Mar 2023,Southeast,Minas Gerais,FIOCRUZ,Others,11
2023-03-01,Mar 2023,Southeast,Minas Gerais,FIOCRUZ,XBB.* (Omicron),19
2023-03-01,Mar 2023,Southeast,Minas Gerais,Others,FE.1.* (Omicron),14
2023-03-01,Mar 2023,Southeast,Minas Gerais,Others,Others,4
2023-03-01,Mar 2023,Southeast,Minas Gerais,Others,XBB.* (Omicron),43
2023-03-01,Mar 2023,Southeast,Rio de Janeiro,FIOCRUZ,BA.5.* (Omicron),2
2023-03-01,Mar 2023,Southeast,Rio de Janeiro,FIOCRUZ,FE.1.* (Omicron),7
2023-03-01,Mar 2023,Southeast,Rio de Janeiro,FIOCRUZ,Others,3
2023-03-01,Mar 2023,Southeast,Rio de Janeiro,FIOCRUZ,XBB.* (Omicron),93
2023-03-01,Mar 2023,Southeast,Rio de Janeiro,Others,FE.1.* (Omicron),1
2023-03-01,Mar 2023,Southeast,Rio de Janeiro,Others,Others,1
2023-03-01,Mar 2023,Southeast,Rio de Janeiro,Others,XBB.* (Omicron),40
2023-03-01,Mar 2023,Southeast,São Paulo,FIOCRUZ,BA.1.* (Omicron),1
2023-03-01,Mar 2023,Southeast,São Paulo,FIOCRUZ,BA.5.* (Omicron),2
2023-03-01,Mar 2023,Southeast,São Paulo,FIOCRUZ,FE.1.* (Omicron),21
2023-03-01,Mar 2023,Southeast,São Paulo,FIOCRUZ,Others,2
2023-03-01,Mar 2023,Southeast,São Paulo,FIOCRUZ,XBB.* (Omicron),33
2023-03-01,Mar 2023,Southeast,São Paulo,Others,BA.4.* (Omicron),1
2023-03-01,Mar 2023,Southeast,São Paulo,Others,BA.5.* (Omicron),1
2023-03-01,Mar 2023,Southeast,São Paulo,Others,FE.1.* (Omicron),42
2023-03-01,Mar 2023,Southeast,São Paulo,Others,Others,3
2023-03-01,Mar 2023,Southeast,São Paulo,Others,XBB.* (Omicron),143
2023-03-01,Mar 2023,South,Paraná,Others,BA.5.* (Omicron),3
2023-03-01,Mar 2023,South,Paraná,Others,FE.1.* (Omicron),3
2023-03-01,Mar 2023,South,Paraná,Others,Others,1
2023-03-01,Mar 2023,South,Paraná,Others,XBB.* (Omicron),28
2023-03-01,Mar 2023,South,Rio Grande do Sul,FIOCRUZ,Others,1
2023-03-01,Mar 2023,South,Rio Grande do Sul,FIOCRUZ,XBB.* (Omicron),4
2023-03-01,Mar 2023,South,Rio Grande do Sul,Others,BA.5.* (Omicron),3
2023-03-01,Mar 2023,South,Rio Grande do Sul,Others,FE.1.* (Omicron),8
2023-03-01,Mar 2023,South,Rio Grande do Sul,Others,Others,14
2023-03-01,Mar 2023,South,Rio Grande do Sul,Others,XBB.* (Omicron),105
2023-03-01,Mar 2023,South,Santa Catarina,FIOCRUZ,BA.5.* (Omicron),4
2023-03-01,Mar 2023,South,Santa Catarina,FIOCRUZ,FE.1.* (Omicron),11
2023-03-01,Mar 2023,South,Santa Catarina,FIOCRUZ,Others,5
2023-03-01,Mar 2023,South,Santa Catarina,FIOCRUZ,XBB.* (Omicron),79
2023-03-01,Mar 2023,South,Santa Catarina,Others,BA.5.* (Omicron),6
2023-03-01,Mar 2023,South,Santa Catarina,Others,FE.1.* (Omicron),5
2023-03-01,Mar 2023,South,Santa Catarina,Others,Others,3
2023-03-01,Mar 2023,South,Santa Catarina,Others,XBB.* (Omicron),33
2023-04-01,Apr 2023,Central-west,Distrito Federal,Others,FE.1.* (Omicron),2
2023-04-01,Apr 2023,Central-west,Distrito Federal,Others,Others,1
2023-04-01,Apr 2023,Central-west,Distrito Federal,Others,XBB.* (Omicron),29
2023-04-01,Apr 2023,Central-west,Goiás,Others,BA.5.* (Omicron),1
2023-04-01,Apr 2023,Central-west,Goiás,Others,FE.1.* (Omicron),10
2023-04-01,Apr 2023,Central-west,Goiás,Others,Others,1
2023-04-01,Apr 2023,Central-west,Goiás,Others,XBB.* (Omicron),51
2023-04-01,Apr 2023,Central-west,Goiás,Others,XBB.1.5.70.*+GK.* (Omicron),1
2023-04-01,Apr 2023,Central-west,Mato Grosso,Others,XBB.* (Omicron),3
2023-04-01,Apr 2023,Central-west,Mato Grosso do Sul,Others,BA.5.* (Omicron),2
2023-04-01,Apr 2023,Central-west,Mato Grosso do Sul,Others,FE.1.* (Omicron),6
2023-04-01,Apr 2023,Central-west,Mato Grosso do Sul,Others,Others,1
2023-04-01,Apr 2023,Central-west,Mato Grosso do Sul,Others,XBB.* (Omicron),24
2023-04-01,Apr 2023,Northeast,Alagoas,Others,FE.1.* (Omicron),12
2023-04-01,Apr 2023,Northeast,Alagoas,Others,Others,8
2023-04-01,Apr 2023,Northeast,Alagoas,Others,XBB.* (Omicron),23
2023-04-01,Apr 2023,Northeast,Alagoas,Others,XBB.1.5.70.*+GK.* (Omicron),1
2023-04-01,Apr 2023,Northeast,Bahia,FIOCRUZ,FE.1.* (Omicron),7
2023-04-01,Apr 2023,Northeast,Bahia,Others,BA.5.* (Omicron),3
2023-04-01,Apr 2023,Northeast,Bahia,Others,FE.1.* (Omicron),94
2023-04-01,Apr 2023,Northeast,Bahia,Others,Others,5
2023-04-01,Apr 2023,Northeast,Bahia,Others,XBB.* (Omicron),23
2023-04-01,Apr 2023,Northeast,Bahia,Others,XBB.1.5.70.*+GK.* (Omicron),1
2023-04-01,Apr 2023,Northeast,Ceará,FIOCRUZ,XBB.* (Omicron),3
2023-04-01,Apr 2023,Northeast,Ceará,FIOCRUZ,XBB.1.5.70.*+GK.* (Omicron),9
2023-04-01,Apr 2023,Northeast,Ceará,Others,FE.1.* (Omicron),9
2023-04-01,Apr 2023,Northeast,Ceará,Others,Others,3
2023-04-01,Apr 2023,Northeast,Ceará,Others,XBB.* (Omicron),15
2023-04-01,Apr 2023,Northeast,Ceará,Others,XBB.1.5.70.*+GK.* (Omicron),83
2023-04-01,Apr 2023,Northeast,Maranhão,Others,FE.1.* (Omicron),1
2023-04-01,Apr 2023,Northeast,Maranhão,Others,Others,7
2023-04-01,Apr 2023,Northeast,Maranhão,Others,XBB.* (Omicron),7
2023-04-01,Apr 2023,Northeast,Paraíba,Others,BA.5.* (Omicron),1
2023-04-01,Apr 2023,Northeast,Paraíba,Others,FE.1.* (Omicron),3
2023-04-01,Apr 2023,Northeast,Paraíba,Others,Others,1
2023-04-01,Apr 2023,Northeast,Paraíba,Others,XBB.* (Omicron),1
2023-04-01,Apr 2023,Northeast,Pernambuco,FIOCRUZ,FE.1.* (Omicron),8
2023-04-01,Apr 2023,Northeast,Pernambuco,FIOCRUZ,Others,10
2023-04-01,Apr 2023,Northeast,Pernambuco,FIOCRUZ,XBB.* (Omicron),9
2023-04-01,Apr 2023,Northeast,Rio Grande do Norte,Others,BA.5.* (Omicron),1
2023-04-01,Apr 2023,Northeast,Rio Grande do Norte,Others,FE.1.* (Omicron),1
2023-04-01,Apr 2023,Northeast,Rio Grande do Norte,Others,Others,5
2023-04-01,Apr 2023,Northeast,Rio Grande do Norte,Others,XBB.* (Omicron),28
2023-04-01,Apr 2023,Northeast,Rio Grande do Norte,Others,XBB.1.5.70.*+GK.* (Omicron),1
2023-04-01,Apr 2023,Northeast,Sergipe,FIOCRUZ,FE.1.* (Omicron),1
2023-04-01,Apr 2023,Northeast,Sergipe,Others,FE.1.* (Omicron),1
2023-04-01,Apr 2023,Northeast,Sergipe,Others,XBB.* (Omicron),4
2023-04-01,Apr 2023,North,Acre,Others,FE.1.* (Omicron),2
2023-04-01,Apr 2023,North,Acre,Others,Others,5
2023-04-01,Apr 2023,North,Acre,Others,XBB.* (Omicron),12
2023-04-01,Apr 2023,North,Amapá,Others,FE.1.* (Omicron),1
2023-04-01,Apr 2023,North,Amazonas,FIOCRUZ,Others,5
2023-04-01,Apr 2023,North,Amazonas,FIOCRUZ,XBB.* (Omicron),6
2023-04-01,Apr 2023,North,Amazonas,Others,Others,2
2023-04-01,Apr 2023,North,Amazonas,Others,XBB.* (Omicron),3
2023-04-01,Apr 2023,North,Pará,Others,JD.1.* (Omicron),1
2023-04-01,Apr 2023,North,Pará,Others,XBB.* (Omicron),8
2023-04-01,Apr 2023,North,Rondônia,FIOCRUZ,Others,2
